[2024-06-17T12:54:03.948+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-06-17T12:54:03.968+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: f1_data_pipeline_kafka_consumeAndLoad.consume_and_load_pitStopsDim manual__2024-06-17T12:53:40.558662+00:00 [queued]>
[2024-06-17T12:54:03.975+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: f1_data_pipeline_kafka_consumeAndLoad.consume_and_load_pitStopsDim manual__2024-06-17T12:53:40.558662+00:00 [queued]>
[2024-06-17T12:54:03.975+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2024-06-17T12:54:03.986+0000] {taskinstance.py:2330} INFO - Executing <Task(_PythonDecoratedOperator): consume_and_load_pitStopsDim> on 2024-06-17 12:53:40.558662+00:00
[2024-06-17T12:54:03.992+0000] {warnings.py:110} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:61: DeprecationWarning: This process (pid=1220) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-06-17T12:54:03.995+0000] {standard_task_runner.py:63} INFO - Started process 1239 to run task
[2024-06-17T12:54:03.996+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'f1_data_pipeline_kafka_consumeAndLoad', 'consume_and_load_pitStopsDim', 'manual__2024-06-17T12:53:40.558662+00:00', '--job-id', '61', '--raw', '--subdir', 'DAGS_FOLDER/ergast_kafka_consume_and_load.py', '--cfg-path', '/tmp/tmpv93ba_7g']
[2024-06-17T12:54:03.998+0000] {standard_task_runner.py:91} INFO - Job 61: Subtask consume_and_load_pitStopsDim
[2024-06-17T12:54:04.040+0000] {task_command.py:426} INFO - Running <TaskInstance: f1_data_pipeline_kafka_consumeAndLoad.consume_and_load_pitStopsDim manual__2024-06-17T12:53:40.558662+00:00 [running]> on host 7b9616fbccae
[2024-06-17T12:54:04.112+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='f1_data_pipeline_kafka_consumeAndLoad' AIRFLOW_CTX_TASK_ID='consume_and_load_pitStopsDim' AIRFLOW_CTX_EXECUTION_DATE='2024-06-17T12:53:40.558662+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-06-17T12:53:40.558662+00:00'
[2024-06-17T12:54:04.113+0000] {taskinstance.py:430} INFO - ::endgroup::
[2024-06-17T12:54:04.114+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka:9092 <connecting> [IPv4 ('172.25.0.6', 9092)]>: connecting to kafka:9092 [('172.25.0.6', 9092) IPv4]
[2024-06-17T12:54:04.115+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2024-06-17T12:54:04.115+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka:9092 <connecting> [IPv4 ('172.25.0.6', 9092)]>: Connection complete.
[2024-06-17T12:54:04.216+0000] {conn.py:1019} INFO - Broker version identified as 2.6.0
[2024-06-17T12:54:04.217+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 6, 0) to skip auto check_version requests on startup
[2024-06-17T12:54:04.217+0000] {consumer.py:122} WARNING - group_id is None: disabling auto-commit.
[2024-06-17T12:54:04.218+0000] {subscription_state.py:167} INFO - Updating subscribed topics to: ('f1_data_topic_pitStops',)
[2024-06-17T12:54:04.218+0000] {crypto.py:82} WARNING - empty cryptography key - values will not be stored encrypted.
[2024-06-17T12:54:04.218+0000] {base.py:84} INFO - Using connection ID 'sourcedb_connection' for task execution.
[2024-06-17T12:54:04.250+0000] {subscription_state.py:253} INFO - Updated partition assignment: [('f1_data_topic_pitStops', 0)]
[2024-06-17T12:54:04.251+0000] {conn.py:362} INFO - <BrokerConnection node_id=1 host=kafka:9092 <connecting> [IPv4 ('172.25.0.6', 9092)]>: connecting to kafka:9092 [('172.25.0.6', 9092) IPv4]
[2024-06-17T12:54:04.251+0000] {conn.py:393} INFO - <BrokerConnection node_id=1 host=kafka:9092 <connecting> [IPv4 ('172.25.0.6', 9092)]>: Connection complete.
[2024-06-17T12:54:04.251+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka:9092 <connected> [IPv4 ('172.25.0.6', 9092)]>: Closing connection. 
[2024-06-17T12:54:04.356+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'hulkenberg', 'stop': 1, 'lap_pitstops': 1, 'time_pitstops': '18:05:33', 'duration': None}
[2024-06-17T12:54:04.361+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'zhou', 'stop': 1, 'lap_pitstops': 9, 'time_pitstops': '18:18:39', 'duration': None}
[2024-06-17T12:54:04.364+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'stroll', 'stop': 1, 'lap_pitstops': 9, 'time_pitstops': '18:18:42', 'duration': None}
[2024-06-17T12:54:04.367+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'ocon', 'stop': 1, 'lap_pitstops': 10, 'time_pitstops': '18:20:20', 'duration': None}
[2024-06-17T12:54:04.369+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'sargeant', 'stop': 1, 'lap_pitstops': 10, 'time_pitstops': '18:21:19', 'duration': None}
[2024-06-17T12:54:04.372+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'russell', 'stop': 1, 'lap_pitstops': 11, 'time_pitstops': '18:21:38', 'duration': None}
[2024-06-17T12:54:04.374+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'leclerc', 'stop': 1, 'lap_pitstops': 11, 'time_pitstops': '18:21:41', 'duration': None}
[2024-06-17T12:54:04.377+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'kevin_magnussen', 'stop': 1, 'lap_pitstops': 11, 'time_pitstops': '18:21:55', 'duration': None}
[2024-06-17T12:54:04.380+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'perez', 'stop': 1, 'lap_pitstops': 12, 'time_pitstops': '18:23:16', 'duration': None}
[2024-06-17T12:54:04.383+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'piastri', 'stop': 1, 'lap_pitstops': 12, 'time_pitstops': '18:23:24', 'duration': None}
[2024-06-17T12:54:04.386+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'hamilton', 'stop': 1, 'lap_pitstops': 12, 'time_pitstops': '18:23:26', 'duration': None}
[2024-06-17T12:54:04.388+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'gasly', 'stop': 1, 'lap_pitstops': 12, 'time_pitstops': '18:23:38', 'duration': None}
[2024-06-17T12:54:04.391+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'bottas', 'stop': 1, 'lap_pitstops': 12, 'time_pitstops': '18:23:42', 'duration': None}
[2024-06-17T12:54:04.395+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'norris', 'stop': 1, 'lap_pitstops': 13, 'time_pitstops': '18:25:00', 'duration': None}
[2024-06-17T12:54:04.397+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'ricciardo', 'stop': 1, 'lap_pitstops': 13, 'time_pitstops': '18:25:17', 'duration': None}
[2024-06-17T12:54:04.400+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'sainz', 'stop': 1, 'lap_pitstops': 14, 'time_pitstops': '18:26:32', 'duration': None}
[2024-06-17T12:54:04.403+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'tsunoda', 'stop': 1, 'lap_pitstops': 14, 'time_pitstops': '18:26:47', 'duration': None}
[2024-06-17T12:54:04.405+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'alonso', 'stop': 1, 'lap_pitstops': 15, 'time_pitstops': '18:28:24', 'duration': None}
[2024-06-17T12:54:04.407+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'albon', 'stop': 1, 'lap_pitstops': 15, 'time_pitstops': '18:28:29', 'duration': None}
[2024-06-17T12:54:04.410+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'max_verstappen', 'stop': 1, 'lap_pitstops': 17, 'time_pitstops': '18:31:12', 'duration': None}
[2024-06-17T12:54:04.413+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'hulkenberg', 'stop': 2, 'lap_pitstops': 20, 'time_pitstops': '18:37:08', 'duration': None}
[2024-06-17T12:54:04.416+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'stroll', 'stop': 2, 'lap_pitstops': 27, 'time_pitstops': '18:48:25', 'duration': None}
[2024-06-17T12:54:04.418+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'zhou', 'stop': 2, 'lap_pitstops': 28, 'time_pitstops': '18:49:59', 'duration': None}
[2024-06-17T12:54:04.421+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'sargeant', 'stop': 2, 'lap_pitstops': 28, 'time_pitstops': '18:51:33', 'duration': None}
[2024-06-17T12:54:04.423+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'ocon', 'stop': 2, 'lap_pitstops': 30, 'time_pitstops': '18:53:30', 'duration': None}
[2024-06-17T12:54:04.426+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'bottas', 'stop': 2, 'lap_pitstops': 30, 'time_pitstops': '18:53:32', 'duration': 74.773}
[2024-06-17T12:54:04.429+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'russell', 'stop': 2, 'lap_pitstops': 31, 'time_pitstops': '18:54:21', 'duration': None}
[2024-06-17T12:54:04.432+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'gasly', 'stop': 2, 'lap_pitstops': 31, 'time_pitstops': '18:55:10', 'duration': None}
[2024-06-17T12:54:04.435+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'kevin_magnussen', 'stop': 2, 'lap_pitstops': 32, 'time_pitstops': '18:56:37', 'duration': None}
[2024-06-17T12:54:04.437+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '1', 'driverId': 'norris', 'stop': 2, 'lap_pitstops': 33, 'time_pitstops': '18:57:39', 'duration': None}
[2024-06-17T12:54:04.440+0000] {logging_mixin.py:188} INFO - Received Kafka message: {'season': '2024', 'round': '2', 'driverId': 'max_verstappen', 'stop': 1, 'lap_pitstops': 7, 'time_pitstops': '20:15:25', 'duration': None}
